university,overall,ACADEMIC REPUTATION,CITATIONS PER PAPER,EMPLOYER REPUTATION,H-INDEX CITATIONS
Utrecht University,,61.3,91.3,52.4,87.3
Victoria University,,65.7,87.1,70.6,71.4
,64.6,74.6,70.6,62.9,
,64.6,71.5,72.3,56.8,
,69.5,63.5,77.7,55,
,63.8,79.2,66.5,66.7,
,60.7,85.5,48.7,83.7,
,68.4,82.7,26.6,77.3,
,73.1,63.8,46.6,41.1,
,63.5,76,64.2,62.9,
,64.4,88.1,61.4,78.9,
,63.6,73.8,71.3,61.5,
,61.6,87.1,49.7,86.7,
,72.5,42.7,69.4,34.2,
,62.8,87.6,58.9,88.9,
,65.3,85.1,68,71,
,63,73.4,67.2,65.5,
,63.8,84.6,47.2,78.1,
,69.9,71.2,57.8,60,
,65.1,71.7,66.9,60,
,67.4,56.1,82.8,51.1,
,63.2,87.2,46.1,78.1,
,63.7,73.3,73.6,64.2,
,65.9,81.3,47.7,76.5,
,65.8,77,73.9,70,
,74.8,47.1,67.1,43.9,
,66.6,63.9,59.7,64.2,
,74.1,63.2,53.8,53.1,
,69.8,62.4,38.2,60,
,69.5,69.2,62.1,66.7,
,73.9,66.3,28.3,58.4,
,67.9,70.2,61.3,64.2,
,61.3,78.5,69.3,68.9,
,61.8,83,59.7,75.7,
,68,72.7,64.3,64.2,
,63.6,72.3,69.1,61.5,
,65,76.5,71.3,68.9,
,65.6,80.6,71.3,71,
,64.2,78.2,63.7,67.8,
,61.1,87.4,56.5,79.6,
,66.4,63.2,74.6,53.1,
,67.6,78.9,59.3,64.2,
,65,78.7,59.6,71,
,66.2,80,58.5,73,
,67.8,83.4,44.1,73.9,
,68.8,77.2,54.8,70,
,65.6,89,46,87.9,
,66.9,83.4,54.2,73.9,
,65.2,78.5,49.6,66.7,
,67.8,84.7,46.2,79.6,
,66.9,79.8,58.4,73,
,59.4,73.6,70.7,66.7,
,67.4,74.1,,66.7,
,61.3,79.6,46,67.8,
,60.7,77.5,59,68.9,
,74.6,31,61.8,25,
,57.2,82.5,78.5,76.5,
,61.3,71.1,50.7,61.5,
,56.4,87.8,50.1,81.1,
,56.3,78.4,73.8,70,
,66,52.5,79.4,43.9,
,68.7,31,77.2,30,
,58.2,74.6,63.5,62.9,
,67.5,27.5,87.5,30,
,59.6,75.1,76.3,66.7,
,67.3,72.6,33.5,62.9,
,60.1,83.5,50.7,73,
,61.3,84,36.2,81.1,
,67.5,29.6,78.7,25,
,67.4,75.1,33.2,64.2,
,59.3,79.6,63.1,72,
,57.3,87.4,56.9,82.4,
,66.1,43.5,62.7,37.8,
,67.2,34.2,68.8,34.2,
,65.2,53.8,55.8,48.9,
,66.3,60.4,45.6,51.1,
,60,76.5,62.6,66.7,
,65.2,55.3,73.1,37.8,
,66.7,47.4,64.9,34.2,
,61,85.2,42.1,73.9,
,57.8,88.5,60.5,81.8,
,61.1,77.4,54.7,62.9,
,55.8,88.7,52.7,81.8,
,69.3,46.5,60.4,34.2,
,61.5,80.8,54.8,68.9,
,60.2,86.2,50,82.4,
,56.8,83.8,59.7,75.7,
,62.2,83.2,48.3,70,
,58.2,89.1,39.5,78.9,
,61.7,70.5,57.6,60,
,61.6,82,54.8,73.9,
,59.2,68.8,74.9,56.8,
,55.4,86.6,65.6,81.8,
,63,77.1,56.2,64.2,
,66.8,60.8,49.8,56.8,
,61.9,63.9,62.2,53.1,
,56.9,83.1,67.1,68.9,
,58.7,86.6,48.4,76.5,
,59.7,75.5,59.2,68.9,
,60.4,80.4,68.2,70,
