university,overall,ACADEMIC REPUTATION,CITATIONS PER PAPER,EMPLOYER REPUTATION,H-INDEX CITATIONS
University of Lisbon,,60.9,83.5,65.1,82.5
University of Minnesota,,58.7,88.4,66.4,83.4
University of Strathclyde,,65.7,84.6,59,79
University of Surrey,,71.9,86.1,58,76.5
University of Technology Sydney,,59.3,85.6,72.6,76
Waseda University,,59.6,70.6,81.3,66
Beijing University of Posts and Telecommunications,,62,72,64.4,76
Chulalongkorn University,,61,73.4,70.3,63.7
Concordia University,,53.6,85.2,64.2,75.4
Curtin University,,49.8,86.4,69.5,73.2
Czech Technical University in Prague,,63.5,68.6,69.8,58.4
Ecole Polytechnique,,61.9,62.6,76.4,49.4
Institut polytechnique de Grenoble - Grenoble Institute of Technology,,65.2,77.7,60.6,61.2
Harbin Institute of Technology,,57,82.1,63,92.1
Hokkaido University,,56.8,79.1,75.3,64.5
Huazhong University of Science and Technology,,51,83.9,64.1,94.7
Indian Institute of Technology Roorkee (IITR),,56.6,84.4,62.7,77.5
Instituto Politécnico Nacional (IPN),,63.5,74.1,66.4,66.7
Istanbul Technical University,,54.6,82.9,69.6,70.2
Kyung Hee University,,49.2,84.7,74.8,72
Middle East Technical University,,56.9,82.3,68.8,70.8
Multimedia University (MMU),,62.2,67.5,67,63.7
Nagoya University,,61.5,75.5,73.2,63.7
Norwegian University of Science And Technology,,57.1,85.4,64.8,82.1
Queen's University at Kingston,,47.3,87.4,70.5,78
Queensland University of Technology (QUT),,61.3,79.1,67.1,65.3
Rensselaer Polytechnic Institute,,58.7,89.1,58.5,81.7
Shanghai University,,56.2,78.8,63.2,74.3
Tampere University of Technology,,59,78.9,61.6,73.2
The University of Sheffield,,59.7,86.2,62.8,80.4
Universidad Carlos III de Madrid (UC3M),,59.3,81.8,63.6,70.8
Universidade Federal de Santa Catarina,,72.4,76.5,52.8,66.7
Universidade Federal do Rio de Janeiro,,65.3,77.7,56.1,66
Università di Padova,,61.6,84.3,59.6,80.4
University of Pisa,,61.2,83,60,72.6
Friedrich-Alexander-Universität Erlangen-Nürnberg,,58,80,62.8,71.4
Universität Stuttgart,,56,82.2,72.4,73.8
Université catholique de Louvain (UCL),,66.9,76.6,61.7,63.7
Université de Montréal,,58.1,83.6,66.3,73.8
Universiti Teknologi Petronas (Petronas),,61.2,70.2,69.5,58.4
University College Cork,,55.1,84.8,69.6,72
University of Bristol,,63.1,81,65.4,70.8
University of Calgary,,58.9,83.2,62.9,78
"University of California, Davis",,51.8,90.3,61.3,77.5
"University of California, Irvine",,60,87.8,58.3,79
University of Electronic Science and Technology of China,,58.2,77.6,59.5,84.6
Ghent University,,58.9,83.8,58.4,79
University of Leeds,,56.6,84.1,63.1,72
University of Notre Dame,,57.4,83.7,60.5,72.6
"The University of Tennessee, Knoxville",,60.5,87.7,54.3,83.8
University of Texas Dallas,,61.5,84.6,53.8,77.5
University of Twente,,58.2,87.2,54.6,77
Uppsala University,,64.1,85.4,59.5,71.4
Warsaw University of Technology,,64.9,70.6,68,66
Wuhan University,,45.8,80.2,76.5,81.3
Xi’an Jiaotong University,,55.7,80.5,66.7,86.8
