university,overall,ACADEMIC REPUTATION,CITATIONS PER PAPER,EMPLOYER REPUTATION,H-INDEX CITATIONS
,55,84.8,27.2,72.1,
,56.1,82,42.8,70.9,
,50.6,85.8,58.4,74.7,
,53.3,89.3,57.8,74.2,
,52,88.7,23.2,76.3,
,68.9,56.1,76.5,39.9,
,52.1,85.3,57,70.3,
,53.8,86.8,64.3,75.3,
,52.7,85.8,59.6,69.1,
,44,93.3,70.5,82.9,
,48.4,86.7,58.9,74.7,
,55.1,85.4,49.3,74.2,
,48.6,84.1,58.3,74.2,
,56.8,84.6,47.5,75.8,
,57.4,84,31.1,74.7,
,46.4,96.8,41.2,82.9,
,57.4,83,39.2,67.3,
,54.7,79.6,63.7,72.1,
,48.3,90.4,58.2,84.9,
,62.9,66,59.8,53,
,59.8,72.7,54,64.6,
,49.6,82.3,56.7,69.7,
,47.1,79.2,59.1,63.9,
,54.5,79.9,39.4,65.3,
,50.1,81.4,49.3,63.9,
,48.6,83.7,55.8,57.6,
,46.5,79,56.7,65.3,
,56.3,70.5,40.8,59.3,
,49.7,77.7,62.1,60.1,
,60.5,75.8,28.7,59.3,
,48.2,88.1,52,57.6,
,46.2,78.3,63.2,63.2,
,52.9,75.7,55.9,55.8,
,53.4,78.9,63,60.9,
,49,83.1,32.7,66.6,
,41.2,85.1,72.6,67.3,
,51.1,86.2,30.3,65.3,
,50.1,81.1,34.1,68.5,
,61.2,74.7,31.5,58.5,
,47.7,84.6,44.6,68.5,
,46.9,81.3,61.4,69.1,
,57.1,77.4,26.2,63.2,
,47.5,84,74,63.9,
,50.4,82.5,48.8,71.5,
,49.1,84.6,25.8,69.1,
,48.6,83.1,65.6,64.6,
,54,75.7,59.4,62.4,
,58.7,73.7,50.8,53,
,48.6,72,80,55.8,
,47.4,84.3,50.3,74.7,
,49.5,84.8,40.3,75.3,
,65.2,51.8,68.8,41.3,
,50.3,83.9,41.9,67.9,
,48.5,82.8,64,65.9,
,46.4,90.4,33.1,65.9,
,41,84.8,62.9,69.1,
,63.2,50.4,76.5,42.7,
,63.8,55.5,86,44,
,52.4,81.1,26.2,65.3,
,42.2,90.3,43,76.8,
,60.4,67.1,50,54,
,47.4,87.3,55.3,70.3,
,44.2,78.6,72.4,72.1,
,66.7,64.4,43.2,49.9,
,53.1,75.7,48,60.9,
,49.8,84.1,44.7,74.7,
,59.2,69.3,67.1,53,
,45.2,83.7,41.3,72.1,
,42.8,87,70.1,67.9,
,44.8,80.1,68.7,63.9,
,54,76.6,75.8,55.8,
