university,overall,ACADEMIC REPUTATION,CITATIONS PER PAPER,EMPLOYER REPUTATION,H-INDEX CITATIONS
Tsinghua University,,70.5,73.4,83.1,57.7
Tulane University,,56.3,87.2,47.3,70.2
Universidad Autónoma de Madrid,,62.7,80.6,62.5,63.9
Universidad de Buenos Aires (UBA),,66.4,76.1,75.1,59.1
Universidad de Chile,,67,74.1,68.4,58.8
Universidad Nacional Autónoma de México (UNAM),,71.9,71.4,73.9,59.1
Universidade Federal de São Paulo,,63.9,77.4,53.1,66.5
University of Florence,,58.2,84.9,37.1,74.2
Università degli Studi di Pavia,,53.4,87.2,58.7,70.7
University of Turin,,55.6,89.2,45.1,77.2
University of Pisa,,61.1,82.2,63.1,66.5
Universitat Autònoma de Barcelona,,60.3,87.4,41.2,74.1
University Duesseldorf,,49.7,87,63.1,76.5
Friedrich-Alexander-Universität Erlangen-Nürnberg,,54.8,86.7,46.1,77.2
University of Cologne,,49.3,88.7,59.8,76.5
Université Claude Bernard Lyon 1,,56.2,86.3,60.7,71.6
Université Paris Diderot - Paris 7,,56.9,91.7,43.6,79
University College Dublin,,61.3,84.2,73.9,66.3
University of Aberdeen,,59.5,90.1,44.8,71.3
University of Alabama at Birmingham,,51.5,91,44.9,83.2
University of Antwerp,,59.9,85.7,56.3,71.8
University of Bergen,,55.7,89.5,30,73.3
"University of California, Irvine",,56.9,89.2,42.9,78.1
University of the Witwatersrand,,55.5,86.9,54.2,71.3
Vrije Universiteit Amsterdam,,62.7,83.9,48.5,66.5
