university,overall,ACADEMIC REPUTATION,CITATIONS PER PAPER,EMPLOYER REPUTATION,H-INDEX CITATIONS
University of Pretoria,,54.7,79.6,63.7,72.1
"The University of Tennessee, Knoxville",,48.3,90.4,58.2,84.9
University of the Philippines,,62.9,66,59.8,53
University of Zagreb,,59.8,72.7,54,64.6
Aristotle University of Thessaloniki,,49.6,82.3,56.7,69.7
Charles Sturt University,,47.1,79.2,59.1,63.9
Chiba University,,54.5,79.9,39.4,65.3
Chonnam National University,,50.1,81.4,49.3,63.9
Chung-Ang University (CAU),,48.6,83.7,55.8,57.6
Clemson University,,46.5,79,56.7,65.3
Cranfield University,,56.3,70.5,40.8,59.3
Curtin University,,49.7,77.7,62.1,60.1
Eötvös Lorànd University,,60.5,75.8,28.7,59.3
King Abdulaziz University (KAU),,48.2,88.1,52,57.6
King Abdullah University of Science & Technology,,46.2,78.3,63.2,63.2
Kobe University,,52.9,75.7,55.9,55.8
Leibniz Universität Hannover,,53.4,78.9,63,60.9
Memorial University of Newfoundland,,49,83.1,32.7,66.6
Murdoch University,,41.2,85.1,72.6,67.3
Okayama University,,51.1,86.2,30.3,65.3
Oklahoma State University,,50.1,81.1,34.1,68.5
Prince of Songkla University,,61.2,74.7,31.5,58.5
Queen's University Belfast,,47.7,84.6,44.6,68.5
Sapienza University of Rome,,46.9,81.3,61.4,69.1
Shandong Agricultural University,,57.1,77.4,26.2,63.2
Technische Universität Dresden,,47.5,84,74,63.9
University Complutense Madrid,,50.4,82.5,48.8,71.5
University of Granada,,49.1,84.6,25.8,69.1
Universidad de Zaragoza,,48.6,83.1,65.6,64.6
Universidad Nacional de La Plata (UNLP),,54,75.7,59.4,62.4
Universidade Federal de São Carlos (UFSCAR),,58.7,73.7,50.8,53
Università Cattolica del Sacro Cuore,,48.6,72,80,55.8
University of Naples - Federico II,,47.4,84.3,50.3,74.7
Università di Padova,,49.5,84.8,40.3,75.3
Gadjah Mada University,,65.2,51.8,68.8,41.3
Universitat de Valencia,,50.3,83.9,41.9,67.9
University of Bordeaux,,48.5,82.8,64,65.9
Université de Strasbourg,,46.4,90.4,33.1,65.9
Universite libre de Bruxelles,,41,84.8,62.9,69.1
Universiti Malaysia Terengganu (UMT),,63.2,50.4,76.5,42.7
Universiti Teknologi MARA - UiTM,,63.8,55.5,86,44
University of Bari,,52.4,81.1,26.2,65.3
University of Connecticut,,42.2,90.3,43,76.8
University of Debrecen,,60.4,67.1,50,54
University of Kansas,,47.4,87.3,55.3,70.3
University of Kwazulu-Natal,,44.2,78.6,72.4,72.1
Universiti Malaysia Sabah (UMS),,66.7,64.4,43.2,49.9
"The University of Newcastle, Australia (UON)",,53.1,75.7,48,60.9
University of Porto,,49.8,84.1,44.7,74.7
University of Szeged,,59.2,69.3,67.1,53
University of Vermont,,45.2,83.7,41.3,72.1
Western Sydney University,,42.8,87,70.1,67.9
Wuhan University,,44.8,80.1,68.7,63.9
Yonsei University,,54,76.6,75.8,55.8
